review_text,label,split
"Paketleme sağlam, ürün gayet iyi. Gayet başarılı.",Olumlu,TRAIN
"Ürün anlatıldığı gibi değil, problem çıkardı. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Ürün fena değil, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Ürün yanlış ürün geldi, çalışmadı. Çok kötü deneyim.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama kullanılabilir.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,VALIDATE
Performansı harika ve fiyatı uygun. Kesinlikle tavsiye ederim.,Olumlu,TEST
"Kargo zamanında geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
Malzeme kalitesi vasat. Bir daha almam.,Olumsuz,TRAIN
"Kargo zamanında geldi, ürün harika. Tekrar alırım.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün kalitesiz çıktı. Değişim istedim.",Olumsuz,TRAIN
"Ürün uyumsuz çıktı, çalışmadı. Bir daha almam.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün kalitesiz çıktı. Değişim istedim.",Olumsuz,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Kargo çok hızlı geldi, ürün gayet iyi. 5/5.",Olumlu,TRAIN
"Teslimat orta halliydi, paketleme eh işte.",Nötr,VALIDATE
"Teslimat standarttı, paketleme standarttı.",Nötr,TEST
Beklentimin üstünde ve fiyatı uygun. Tekrar alırım.,Olumlu,TRAIN
"Teslimat standarttı, paketleme vasattı.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün gayet iyi. Tekrar alırım.",Olumlu,TRAIN
"Kargo geç geldi, ürün arızalı çıktı. İade ettim.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Paketleme düzgün, ürün gayet iyi. Memnun kaldım.",Olumlu,TRAIN
"Teslimat beklendiği gibiydi, paketleme eh işte.",Nötr,TRAIN
Destek ekibi ulaşılmazdı. Çözülmedi.,Olumsuz,VALIDATE
"Ürün ne iyi ne kötü, işimi görüyor ama geliştirilebilir.",Nötr,TEST
"Ürün ortalama, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
Malzeme kalitesi berbat. Pişman oldum.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün hasarlı geldi. Hayal kırıklığı.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
"Genel olarak orta seviye, çok emin değilim.",Nötr,TRAIN
"Ürün uyumsuz çıktı, problem çıkardı. Bir daha almam.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,VALIDATE
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,TEST
"Genel olarak normal, deneyim orta.",Nötr,TRAIN
"Genel olarak idare eder, kararsız kaldım.",Nötr,TRAIN
"Kargo çok hızlı geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Ürün yanlış ürün geldi, performansı kötü. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
"Kargo çok hızlı geldi, ürün arızalı çıktı. Değişim istedim.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün hasarlı geldi. İade ettim.",Olumsuz,VALIDATE
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TEST
"Kargo zamanında geldi, ürün harika. Tekrar alırım.",Olumlu,TRAIN
"Kargo geç geldi, ürün eksik geldi. Değişim istedim.",Olumsuz,TRAIN
"Kargo zamanında geldi, ürün gayet iyi. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Ürün fena değil, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün kalitesiz çıktı. İade ettim.",Olumsuz,TRAIN
Destek ekibi ulaşılmazdı. Zaman kaybı.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
Hızlı çalışıyor ve fiyatı uygun. 5/5.,Olumlu,TRAIN
"Teslimat orta halliydi, paketleme standarttı.",Nötr,VALIDATE
Destek ekibi hiç yardımcı olmadı. Memnun değilim.,Olumsuz,TEST
Beklentimin üstünde ve fiyatı uygun. 5/5.,Olumlu,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Ürün anlatıldığı gibi değil, problem çıkardı. Bir daha almam.",Olumsuz,TRAIN
"Teslimat normaldi, paketleme standarttı.",Nötr,TRAIN
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TRAIN
"Genel olarak idare eder, beklentim karışık.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün beklediğimden iyi. 5/5.",Olumlu,TRAIN
Malzeme kalitesi düşük. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Teslimat orta halliydi, paketleme standarttı.",Nötr,VALIDATE
"Ürün fena değil, işimi görüyor ama daha iyisi olabilir.",Nötr,TEST
"Genel olarak normal, beklentim karışık.",Nötr,TRAIN
"Teslimat standarttı, paketleme vasattı.",Nötr,TRAIN
"Ürün uyumsuz çıktı, problem çıkardı. Çok kötü deneyim.",Olumsuz,TRAIN
Malzeme kalitesi kötü. Bir daha almam.,Olumsuz,TRAIN
Malzeme kalitesi berbat. Bir daha almam.,Olumsuz,TRAIN
"Ürün anlatıldığı gibi değil, problem çıkardı. Çok kötü deneyim.",Olumsuz,TRAIN
"Teslimat orta halliydi, paketleme vasattı.",Nötr,TRAIN
Beklediğim kadar hızlı değildi ama iş görür.,Nötr,TRAIN
"Genel olarak normal, deneyim orta.",Nötr,VALIDATE
Beklediğim kadar çok hızlı değildi ama idare eder.,Nötr,TEST
"Ürün fena değil, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
Destek ekibi çözüm sunmadı. Çözülmedi.,Olumsuz,TRAIN
Malzeme kalitesi kötü. Pişman oldum.,Olumsuz,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama idare eder.,Nötr,TRAIN
"Kargo biraz geç geldi, ürün harika. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün çok kaliteli. Çok memnun kaldım.",Olumlu,TRAIN
"Genel olarak standart, beklentim karışık.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün harika. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Teslimat orta halliydi, paketleme vasattı.",Nötr,VALIDATE
Beklediğim kadar beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TEST
"Ürün uyumsuz çıktı, performansı kötü. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Paketleme çok iyi, ürün gayet iyi. Gayet başarılı.",Olumlu,TRAIN
Malzeme kalitesi kötü. Çok kötü deneyim.,Olumsuz,TRAIN
"Paketleme düzgün, ürün çok kaliteli. Gayet başarılı.",Olumlu,TRAIN
"Genel olarak standart, kararsız kaldım.",Nötr,TRAIN
"Ürün beklediğim gibi değil, problem çıkardı. Pişman oldum.",Olumsuz,TRAIN
"Paketleme çok iyi, ürün beklediğimden iyi. Memnun kaldım.",Olumlu,TRAIN
"Ürün yanlış ürün geldi, çalışmadı. Pişman oldum.",Olumsuz,TRAIN
"Kargo geç geldi, ürün hasarlı geldi. Değişim istedim.",Olumsuz,VALIDATE
"Kargo çok hızlı geldi, ürün eksik geldi. Hayal kırıklığı.",Olumsuz,TEST
"Paketleme özenli, ürün çok kaliteli. Gayet başarılı.",Olumlu,TRAIN
"Teslimat normaldi, paketleme standarttı.",Nötr,TRAIN
Malzeme kalitesi berbat. Bir daha almam.,Olumsuz,TRAIN
"Kargo geç geldi, ürün kalitesiz çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
"Teslimat beklendiği gibiydi, paketleme standarttı.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün arızalı çıktı. İade ettim.",Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün arızalı çıktı. Değişim istedim.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün gayet iyi. 5/5.",Olumlu,TRAIN
"Teslimat standarttı, paketleme eh işte.",Nötr,VALIDATE
"Ürün idare eder, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TEST
Hızlı çalışıyor ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Genel olarak orta seviye, çok emin değilim.",Nötr,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Ürün uyumsuz çıktı, problem çıkardı. Pişman oldum.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün çok kaliteli. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Genel olarak standart, deneyim orta.",Nötr,TRAIN
"Teslimat beklendiği gibiydi, paketleme vasattı.",Nötr,TRAIN
"Ürün fena değil, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,VALIDATE
Malzeme kalitesi berbat. Çok kötü deneyim.,Olumsuz,TEST
"Kargo çok hızlı geldi, ürün arızalı çıktı. Hayal kırıklığı.",Olumsuz,TRAIN
Malzeme kalitesi vasat. Çok kötü deneyim.,Olumsuz,TRAIN
"Ürün ortalama, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
Malzeme kalitesi berbat. Bir daha almam.,Olumsuz,TRAIN
"Paketleme sağlam, ürün harika. Gayet başarılı.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
Hızlı çalışıyor ve iyi bir tercih. Tekrar alırım.,Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Ürün idare eder, işimi görüyor ama geliştirilebilir.",Nötr,VALIDATE
Performansı harika ve iyi bir tercih. Kesinlikle tavsiye ederim.,Olumlu,TEST
"Paketleme düzgün, ürün gayet iyi. Sorunsuzdu.",Olumlu,TRAIN
Malzeme kalitesi kötü. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Kargo geç geldi, ürün beklediğimden iyi. Çok memnun kaldım.",Olumlu,TRAIN
"Ürün beklediğim gibi değil, çalışmadı. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
Destek ekibi geç döndü. Memnun değilim.,Olumsuz,TRAIN
"Teslimat beklendiği gibiydi, paketleme vasattı.",Nötr,TRAIN
Beklediğim kadar çok hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
Beklentimin üstünde ve parasını hak ediyor. Tekrar alırım.,Olumlu,VALIDATE
"Genel olarak idare eder, çok emin değilim.",Nötr,TEST
"Ürün beklediğim gibi değil, çalışmadı. Bir daha almam.",Olumsuz,TRAIN
Beklentimin üstünde ve iyi bir tercih. 5/5.,Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
Destek ekibi geç döndü. Zaman kaybı.,Olumsuz,TRAIN
"Ürün beklediğim gibi değil, performansı kötü. Bir daha almam.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün hasarlı geldi. Hayal kırıklığı.",Olumsuz,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Paketleme çok iyi, ürün çok kaliteli. Gayet başarılı.",Olumlu,TRAIN
Destek ekibi geç döndü. Memnun değilim.,Olumsuz,VALIDATE
Beklediğim kadar hızlı değildi ama iş görür.,Nötr,TEST
"Kargo geç geldi, ürün eksik geldi. Değişim istedim.",Olumsuz,TRAIN
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,TRAIN
"Teslimat normaldi, paketleme eh işte.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Ürün yanlış ürün geldi, performansı kötü. Tavsiye etmiyorum.",Olumsuz,TRAIN
Stabil ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TRAIN
"Kargo zamanında geldi, ürün hasarlı geldi. Değişim istedim.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,VALIDATE
"Genel olarak idare eder, çok emin değilim.",Nötr,TEST
"Kargo geç geldi, ürün beklediğimden iyi. Çok memnun kaldım.",Olumlu,TRAIN
"Genel olarak standart, kararsız kaldım.",Nötr,TRAIN
Destek ekibi hiç yardımcı olmadı. Şikayetçiyim.,Olumsuz,TRAIN
"Kargo geç geldi, ürün çok kaliteli. Tekrar alırım.",Olumlu,TRAIN
Malzeme kalitesi kötü. Tavsiye etmiyorum.,Olumsuz,TRAIN
Malzeme kalitesi düşük. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün hasarlı geldi. İade süreci çok zordu.",Olumsuz,TRAIN
Hızlı çalışıyor ve fiyat/performans mükemmel. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
Malzeme kalitesi düşük. Tavsiye etmiyorum.,Olumsuz,VALIDATE
"Kargo zamanında geldi, ürün arızalı çıktı. Hayal kırıklığı.",Olumsuz,TEST
"Teslimat orta halliydi, paketleme standarttı.",Nötr,TRAIN
"Genel olarak standart, beklentim karışık.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün harika. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
Malzeme kalitesi berbat. Çok kötü deneyim.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
Destek ekibi çözüm sunmadı. Zaman kaybı.,Olumsuz,TRAIN
"Ürün beklediğim gibi değil, sürekli hata verdi. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
Stabil ve parasını hak ediyor. 5/5.,Olumlu,VALIDATE
"Paketleme çok iyi, ürün çok kaliteli. Gayet başarılı.",Olumlu,TEST
Hızlı çalışıyor ve fiyat/performans mükemmel. Tekrar alırım.,Olumlu,TRAIN
"Ürün ortalama, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
Destek ekibi hiç yardımcı olmadı. Şikayetçiyim.,Olumsuz,TRAIN
"Paketleme düzgün, ürün çok kaliteli. Beklentimi karşıladı.",Olumlu,TRAIN
Destek ekibi geç döndü. Memnun değilim.,Olumsuz,TRAIN
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TRAIN
Malzeme kalitesi kötü. Çok kötü deneyim.,Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Teslimat normaldi, paketleme eh işte.",Nötr,VALIDATE
"Paketleme özenli, ürün gayet iyi. Sorunsuzdu.",Olumlu,TEST
"Kargo geç geldi, ürün arızalı çıktı. Değişim istedim.",Olumsuz,TRAIN
"Teslimat beklendiği gibiydi, paketleme normaldi.",Nötr,TRAIN
Malzeme kalitesi düşük. Tavsiye etmiyorum.,Olumsuz,TRAIN
Malzeme kalitesi düşük. Tavsiye etmiyorum.,Olumsuz,TRAIN
Destek ekibi çözüm sunmadı. Zaman kaybı.,Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün harika. Çok memnun kaldım.",Olumlu,TRAIN
Hızlı çalışıyor ve fiyat/performans mükemmel. Tekrar alırım.,Olumlu,TRAIN
"Kargo zamanında geldi, ürün beklediğimden iyi. 5/5.",Olumlu,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,VALIDATE
"Ürün yanlış ürün geldi, çalışmadı. Tavsiye etmiyorum.",Olumsuz,TEST
"Kargo geç geldi, ürün harika. Tekrar alırım.",Olumlu,TRAIN
"Paketleme düzgün, ürün çok kaliteli. Gayet başarılı.",Olumlu,TRAIN
"Teslimat standarttı, paketleme normaldi.",Nötr,TRAIN
"Teslimat orta halliydi, paketleme standarttı.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
Destek ekibi geç döndü. Çözülmedi.,Olumsuz,TRAIN
Malzeme kalitesi kötü. Çok kötü deneyim.,Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
Beklentimin üstünde ve parasını hak ediyor. 5/5.,Olumlu,VALIDATE
Performansı harika ve fiyatı uygun. Kesinlikle tavsiye ederim.,Olumlu,TEST
"Kargo çok hızlı geldi, ürün gayet iyi. Çok memnun kaldım.",Olumlu,TRAIN
"Teslimat beklendiği gibiydi, paketleme vasattı.",Nötr,TRAIN
"Teslimat standarttı, paketleme vasattı.",Nötr,TRAIN
Stabil ve fiyat/performans mükemmel. Çok memnun kaldım.,Olumlu,TRAIN
"Kargo biraz geç geldi, ürün gayet iyi. Tekrar alırım.",Olumlu,TRAIN
"Ürün fena değil, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün gayet iyi. Tekrar alırım.",Olumlu,TRAIN
"Ürün fena değil, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
Destek ekibi hiç yardımcı olmadı. Çözülmedi.,Olumsuz,VALIDATE
Malzeme kalitesi kötü. Çok kötü deneyim.,Olumsuz,TEST
"Paketleme sağlam, ürün çok kaliteli. Sorunsuzdu.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Destek ekibi geç döndü. Memnun değilim.,Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün arızalı çıktı. İade ettim.",Olumsuz,TRAIN
"Genel olarak orta seviye, kararsız kaldım.",Nötr,TRAIN
"Ürün fena değil, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Teslimat orta halliydi, paketleme standarttı.",Nötr,TRAIN
Beklentimin üstünde ve iyi bir tercih. 5/5.,Olumlu,TRAIN
"Ürün fena değil, işimi görüyor ama geliştirilebilir.",Nötr,VALIDATE
"Kargo çok hızlı geldi, ürün gayet iyi. Tekrar alırım.",Olumlu,TEST
"Ürün uyumsuz çıktı, çalışmadı. Pişman oldum.",Olumsuz,TRAIN
Malzeme kalitesi düşük. Pişman oldum.,Olumsuz,TRAIN
Stabil ve fiyatı uygun. Tekrar alırım.,Olumlu,TRAIN
"Kargo biraz geç geldi, ürün beklediğimden iyi. Çok memnun kaldım.",Olumlu,TRAIN
"Ürün yanlış ürün geldi, sürekli hata verdi. Pişman oldum.",Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün harika. Tekrar alırım.",Olumlu,TRAIN
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,TRAIN
"Genel olarak orta seviye, çok emin değilim.",Nötr,TRAIN
"Paketleme özenli, ürün gayet iyi. Sorunsuzdu.",Olumlu,VALIDATE
Beklentimin üstünde ve fiyat/performans mükemmel. Çok memnun kaldım.,Olumlu,TEST
Malzeme kalitesi kötü. Pişman oldum.,Olumsuz,TRAIN
Performansı harika ve fiyat/performans mükemmel. Çok memnun kaldım.,Olumlu,TRAIN
Malzeme kalitesi kötü. Çok kötü deneyim.,Olumsuz,TRAIN
Beklentimin üstünde ve fiyatı uygun. 5/5.,Olumlu,TRAIN
"Teslimat standarttı, paketleme normaldi.",Nötr,TRAIN
"Ürün fena değil, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
"Ürün idare eder, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
Destek ekibi geç döndü. Memnun değilim.,Olumsuz,TRAIN
"Paketleme sağlam, ürün harika. Gayet başarılı.",Olumlu,VALIDATE
"Genel olarak standart, çok emin değilim.",Nötr,TEST
"Genel olarak idare eder, kararsız kaldım.",Nötr,TRAIN
"Ürün fena değil, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün eksik geldi. Hayal kırıklığı.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün çok kaliteli. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Paketleme özenli, ürün harika. Sorunsuzdu.",Olumlu,TRAIN
"Ürün beklediğim gibi değil, çalışmadı. Çok kötü deneyim.",Olumsuz,TRAIN
"Kargo zamanında geldi, ürün beklediğimden iyi. Çok memnun kaldım.",Olumlu,TRAIN
"Paketleme düzgün, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,VALIDATE
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TEST
"Kargo çok hızlı geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün gayet iyi. 5/5.",Olumlu,TRAIN
Hızlı çalışıyor ve fiyat/performans mükemmel. Çok memnun kaldım.,Olumlu,TRAIN
"Genel olarak orta seviye, deneyim orta.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün eksik geldi. İade ettim.",Olumsuz,TRAIN
"Paketleme sağlam, ürün çok kaliteli. Memnun kaldım.",Olumlu,TRAIN
"Ürün uyumsuz çıktı, sürekli hata verdi. Çok kötü deneyim.",Olumsuz,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Kargo geç geldi, ürün arızalı çıktı. İade süreci çok zordu.",Olumsuz,VALIDATE
Destek ekibi çözüm sunmadı. Memnun değilim.,Olumsuz,TEST
"Paketleme çok iyi, ürün gayet iyi. Memnun kaldım.",Olumlu,TRAIN
"Teslimat standarttı, paketleme eh işte.",Nötr,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama idare eder.,Nötr,TRAIN
"Ürün fena değil, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TRAIN
Destek ekibi geç döndü. Çözülmedi.,Olumsuz,TRAIN
"Ürün fena değil, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
Hızlı çalışıyor ve iyi bir tercih. Tekrar alırım.,Olumlu,TRAIN
Performansı harika ve iyi bir tercih. Tekrar alırım.,Olumlu,VALIDATE
"Teslimat normaldi, paketleme standarttı.",Nötr,TEST
"Kargo geç geldi, ürün harika. 5/5.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama iş görür.,Nötr,TRAIN
"Ürün anlatıldığı gibi değil, çalışmadı. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Paketleme çok iyi, ürün beklediğimden iyi. Sorunsuzdu.",Olumlu,TRAIN
"Ürün ortalama, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Genel olarak orta seviye, deneyim orta.",Nötr,VALIDATE
Destek ekibi geç döndü. Şikayetçiyim.,Olumsuz,TEST
"Kargo biraz geç geldi, ürün gayet iyi. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Stabil ve fiyatı uygun. 5/5.,Olumlu,TRAIN
Malzeme kalitesi düşük. Bir daha almam.,Olumsuz,TRAIN
"Genel olarak idare eder, beklentim karışık.",Nötr,TRAIN
"Ürün fena değil, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
Hızlı çalışıyor ve fiyatı uygun. Tekrar alırım.,Olumlu,TRAIN
Performansı harika ve fiyatı uygun. Kesinlikle tavsiye ederim.,Olumlu,VALIDATE
Malzeme kalitesi vasat. Bir daha almam.,Olumsuz,TEST
Destek ekibi çözüm sunmadı. Zaman kaybı.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Ürün anlatıldığı gibi değil, performansı kötü. Bir daha almam.",Olumsuz,TRAIN
"Teslimat standarttı, paketleme normaldi.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün gayet iyi. 5/5.",Olumlu,TRAIN
"Teslimat standarttı, paketleme normaldi.",Nötr,VALIDATE
"Ürün uyumsuz çıktı, problem çıkardı. Pişman oldum.",Olumsuz,TEST
Malzeme kalitesi vasat. Çok kötü deneyim.,Olumsuz,TRAIN
"Genel olarak idare eder, kararsız kaldım.",Nötr,TRAIN
Beklediğim kadar ortalama hızdaydı ama kullanılabilir.,Nötr,TRAIN
Malzeme kalitesi kötü. Pişman oldum.,Olumsuz,TRAIN
"Kargo zamanında geldi, ürün kalitesiz çıktı. İade ettim.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Genel olarak orta seviye, beklentim karışık.",Nötr,TRAIN
"Kargo zamanında geldi, ürün gayet iyi. Tekrar alırım.",Olumlu,TRAIN
"Ürün uyumsuz çıktı, çalışmadı. Bir daha almam.",Olumsuz,VALIDATE
"Genel olarak orta seviye, beklentim karışık.",Nötr,TEST
"Genel olarak orta seviye, beklentim karışık.",Nötr,TRAIN
Stabil ve fiyat/performans mükemmel. 5/5.,Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Paketleme çok iyi, ürün beklediğimden iyi. Sorunsuzdu.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün eksik geldi. İade süreci çok zordu.",Olumsuz,TRAIN
"Genel olarak idare eder, deneyim orta.",Nötr,TRAIN
"Teslimat beklendiği gibiydi, paketleme normaldi.",Nötr,TRAIN
"Kargo zamanında geldi, ürün harika. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,VALIDATE
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TEST
"Kargo çok hızlı geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
Malzeme kalitesi kötü. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Paketleme özenli, ürün beklediğimden iyi. Sorunsuzdu.",Olumlu,TRAIN
Destek ekibi geç döndü. Şikayetçiyim.,Olumsuz,TRAIN
